22
0
0.0
0	56.0	52.85	200.0	0.0	2.85	165	
1	167.9981579541414	55.998157954141384	0.0	0.0	2.85	165	
2	174.40903282047864	53.13769806494176	0.0	0.0	2.85	165	
3	174.4024125975751	58.86107784203821	0.0	0.0	2.85	165	
4	180.82725161305552	50.284582101981734	0.0	0.0	2.85	165	
5	180.81752699317445	56.00485748210065	0.0	0.0	2.85	165	
6	180.8186068715292	61.735937360455395	0.0	0.0	2.85	165	
7	187.2318463604848	47.417842093874114	0.0	0.0	2.85	165	
8	187.23328977117637	53.14928550456567	0.0	0.0	2.85	165	
9	187.2324534440878	58.87844917747712	0.0	0.0	2.85	165	
10	187.22463243460592	64.60062816799524	0.0	0.0	2.85	165	
11	193.63713951278925	44.551800490641654	0.0	0.0	2.85	165	
12	193.6202383270244	50.2648993048768	0.0	0.0	2.85	165	
13	193.6357930445887	56.0104540224411	0.0	0.0	2.85	165	
14	193.6206035870808	61.725264564933205	0.0	0.0	2.85	165	
15	193.61890416457024	67.45356514242266	0.0	0.0	2.85	165	
16	0.0	112.0	0.0	0.0	5.7	0	
17	112.0	112.0	0.0	0.0	5.7	0	
18	224.0	112.0	0.0	0.0	5.7	0	
19	0.0	0.0	0.0	0.0	5.7	0	
20	112.0	0.0	0.0	0.0	5.7	0	
21	224.0	0.0	0.0	0.0	5.7	0	


1
0.536232053748048
0	163.2464107496096	52.85	61.00891661572339	-92.08526166830316	2.85	165	
1	167.9981579541414	55.998157954141384	138.9910833842766	92.08526166830316	2.85	165	
2	174.40903282047864	53.13769806494176	0.0	0.0	2.85	165	
3	174.4024125975751	58.86107784203821	0.0	0.0	2.85	165	
4	180.82725161305552	50.284582101981734	0.0	0.0	2.85	165	
5	180.81752699317445	56.00485748210065	0.0	0.0	2.85	165	
6	180.8186068715292	61.735937360455395	0.0	0.0	2.85	165	
7	187.2318463604848	47.417842093874114	0.0	0.0	2.85	165	
8	187.23328977117637	53.14928550456567	0.0	0.0	2.85	165	
9	187.2324534440878	58.87844917747712	0.0	0.0	2.85	165	
10	187.22463243460592	64.60062816799524	0.0	0.0	2.85	165	
11	193.63713951278925	44.551800490641654	0.0	0.0	2.85	165	
12	193.6202383270244	50.2648993048768	0.0	0.0	2.85	165	
13	193.6357930445887	56.0104540224411	0.0	0.0	2.85	165	
14	193.6206035870808	61.725264564933205	0.0	0.0	2.85	165	
15	193.61890416457024	67.45356514242266	0.0	0.0	2.85	165	
16	0.0	112.0	0.0	0.0	5.7	0	
17	112.0	112.0	0.0	0.0	5.7	0	
18	224.0	112.0	0.0	0.0	5.7	0	
19	0.0	0.0	0.0	0.0	5.7	0	
